,dis,rank
Zfp655,5.651082636409109,1
Lgals1,0.0,2
Pdpn,0.0,3
Pcm1,0.0,4
Pcolce,0.0,5
Pdgfa,0.0,6
Pdhb,0.0,7
Pdlim3,0.0,8
Pdlim7,0.0,9
Pds5a,0.0,10
