,dis,rank
Draxin,8979.23344293115,1
Ednrb,26.555516140237195,2
Hbb-y,25.955260260372732,3
Glra1,25.412943965312742,4
Hba-x,24.30240935571762,5
Hba-a2,23.066962791022224,6
Foxg1,22.933066329109348,7
Hbb-bh1,21.925313269991687,8
Lhx2,21.622490964401347,9
Hba-a1,21.084583007670112,10
