,dis,rank
Kdm6b,2804.9641672390717,1
Ptprz1,32.15470587409076,2
Fbn2,30.851066183317553,3
Foxg1,30.77757894660253,4
Lhx2,29.87063190044535,5
Acvr2b,29.869576381353095,6
Cnn2,28.038740800752485,7
Nr2e1,24.7586272737608,8
Id4,24.39246104240543,9
Adgrl2,17.232397995319484,10
