,dis,rank
Nudt4,289.5119753898918,1
Col3a1,32.46401319913864,2
Hba-x,25.365546527312183,3
Hbb-y,25.048555799464413,4
Hba-a2,22.889734368987558,5
Hbb-bh1,21.50731880851369,6
Hba-a1,19.92149650464707,7
Col4a1,10.682711609510852,8
Ednrb,10.60677226180176,9
Vcan,9.648518077954504,10
