,dis,rank
Sfrp1,24641.795865124015,1
Lhx2,25.904219150616374,2
Ptprz1,22.49991192843731,3
Foxg1,21.6665440035937,4
Nr2e1,20.49972370170039,5
Glra1,20.402420790046563,6
Hoxa5,19.16706113131716,7
Id4,13.931079382509605,8
Dmrta2,13.75126546878497,9
Pak3,13.000534818410722,10
