,dis,rank
Tagln3,14178.225301933371,1
Hbb-y,218.94095781946373,2
Hba-x,195.00608668917516,3
Hba-a2,188.16409838064908,4
Meis1,173.89901356862734,5
Hbb-bh1,171.05911441363216,6
Rbp1,152.96231454809177,7
Hba-a1,149.87818517855516,8
Tshz1,91.65203055930971,9
Acvr2b,87.62402793675152,10
