,dis,rank
Lef1,38858.48263122755,1
Glra1,44.15271161496482,2
Lhx2,43.758968955958096,3
Ednrb,42.93082773961869,4
Ptprz1,42.54239231330521,5
Foxg1,41.532724019760636,6
Hoxa5,36.16269548689195,7
Nr2e1,33.104265474106334,8
Hba-x,30.93299225447671,9
Hoxd4,25.727447940420213,10
