,dis,rank
Ehmt2,2491.43550072621,1
Foxg1,38.87230231409216,2
Col3a1,21.92388509326963,3
Rbp1,19.646152624921523,4
Adgrl2,10.522886892899404,5
Hbb-y,10.293786526486919,6
Hba-a2,9.323224867710818,7
Ednrb,9.191517528821523,8
Meis1,9.07687267317668,9
Hba-x,9.008230449986897,10
