,dis,rank
Gtpbp4,1024.76226170285,1
Ednrb,55.22720492740397,2
Glra1,49.879437649136314,3
Col3a1,43.68126712772101,4
Hbb-y,41.47368295854084,5
Hba-x,38.97108667013945,6
Hba-a2,36.09508728263139,7
Hbb-bh1,33.96479734012824,8
Hba-a1,32.07586074605149,9
Acvr2b,30.77694901163219,10
