,dis,rank
Zyx,6002.122955645027,1
Foxg1,11.431451712034168,2
Col3a1,5.70919662729173,3
Fbn2,2.3229099280903345,4
Cnn2,1.839349378857531,5
Hbb-y,1.7900921853072354,6
Hba-a2,1.540240706084897,7
Hbb-bh1,1.3835965763012306,8
Hba-x,1.3668090354154607,9
Hba-a1,1.290515091460935,10
