,dis,rank
Sall2,11640.446905849172,1
Ednrb,22.559765992261323,2
Glra1,19.781855686114746,3
Hba-x,14.871810681887167,4
Hoxa5,14.076686271535973,5
Ptprz1,13.990627446170487,6
Hbb-y,13.959797866030023,7
Col3a1,13.875403816278501,8
Fbn2,13.504296974556386,9
Lhx2,12.869142955132432,10
