,dis,rank
Arhgap1,4214.937818277164,1
Ptprz1,63.78577154211048,2
Col3a1,61.95945342661435,3
Meis1,41.44370891742939,4
Fbn2,39.435220203849674,5
Rbp1,35.70646113165112,6
Cnn2,34.938866724202775,7
Wnt8b,33.88979460178278,8
Cntnap2,31.792558406045785,9
Lix1,25.249815450444686,10
