,dis,rank
Fabp7,638156.7680272036,1
Ednrb,91.00471517125844,2
Glra1,84.63748016681218,3
Hbb-y,59.805124695739615,4
Col3a1,56.00206207761984,5
Hba-x,50.4217912167387,6
Hba-a2,48.338125709155854,7
Hbb-bh1,46.931539690111016,8
Hoxa5,43.17913051234359,9
Hba-a1,42.44647278641543,10
