,dis,rank
Zbtb26,0.013193913616539099,1
Aagab,0.0,2
Pax3,0.0,3
Pax9,0.0,4
Pbx3,0.0,5
Pcdh19,0.0,6
Pcm1,0.0,7
Pcolce,0.0,8
Pdgfa,0.0,9
Pdhb,0.0,10
