,dis,rank
Capn6,4249.914777329655,1
Col3a1,87.91983099853938,2
Hbb-y,52.513041817012564,3
Hba-a2,48.57681724771677,4
Hba-x,47.3134479861325,5
Hba-a1,42.068636027348276,6
Hbb-bh1,41.26917839535709,7
Vcan,27.358818893469895,8
Fbn2,24.228886706324694,9
Rbp1,23.149538415238585,10
