,dis,rank
Dpy19l1,0.013193917679198197,1
Aagab,0.0,2
Pbx3,0.0,3
Pcm1,0.0,4
Pcolce,0.0,5
Pdgfa,0.0,6
Pdhb,0.0,7
Pdlim3,0.0,8
Pdlim7,0.0,9
Pdpn,0.0,10
