,dis,rank
Nsg2,4298.171269939323,1
Hba-x,88.13624013735243,2
Hba-a2,81.86435451466761,3
Lhx2,72.96675674081972,4
Foxg1,67.33735907403774,5
Nr2e1,57.55296090267163,6
Meis1,54.33683825052095,7
Rbp1,51.26696791484416,8
Wnt8b,42.39022983838175,9
Dmrta2,34.92159340332018,10
