,dis,rank
Anxa2,5183.895454514685,1
Col3a1,234.66838572633512,2
Ptprz1,146.2895359914728,3
Hbb-y,141.00242244731723,4
Fbn2,140.3326088634279,5
Cnn2,125.31599091628517,6
Hba-a2,121.77192638487598,7
Hbb-bh1,112.29840359856082,8
Hba-a1,106.84403265986809,9
Rbp1,97.66888947160271,10
