,dis,rank
Vtn,1999.2526126272148,1
Ednrb,47.244975667872964,2
Glra1,36.59247325293852,3
Col3a1,35.97175951041913,4
Hbb-y,28.909512758895584,5
Hba-x,26.84614747986067,6
Hoxa5,25.873289735902993,7
Msx3,24.976468092648258,8
Hba-a2,23.95998266485808,9
Hbb-bh1,22.691331380459502,10
