,dis,rank
Trim2,32330.251160882446,1
Col3a1,33.7277513652885,2
Hbb-y,21.826296066341985,3
Glra1,18.72085022810973,4
Hba-x,18.598129356730148,5
Hba-a2,17.961039346073843,6
Fbn2,17.696446302546857,7
Cnn2,17.45019622676041,8
Acvr2b,17.404559467953796,9
Hbb-bh1,17.38701205042846,10
