,dis,rank
Tagln,37792.766789935304,1
Col3a1,118.59710384187191,2
Ptprz1,60.868625061144684,3
Fbn2,58.69595869497752,4
Lhx2,55.035960420854906,5
Cnn2,45.0777975045138,6
Rbp1,41.77729550314716,7
Vcan,40.149563806248516,8
Meis1,36.9116688642899,9
Pak3,30.11603435673134,10
