,dis,rank
Lum,12576.21831823527,1
Ednrb,189.28960494192276,2
Glra1,177.63329015221007,3
Col3a1,176.0236485791473,4
Hbb-y,175.59821361409644,5
Hba-x,161.55707733476834,6
Hba-a2,148.99623697396598,7
Hbb-bh1,140.3869634866339,8
Hba-a1,130.85115623500428,9
Hoxa5,123.52660912769248,10
