,dis,rank
Jam2,17678.56710671581,1
Ednrb,37.174387742698364,2
Glra1,35.1236822102539,3
Hbb-y,34.838604512570704,4
Hba-x,32.78099767237503,5
Col3a1,31.072623771062624,6
Hba-a2,30.491307491858837,7
Hbb-bh1,29.133817195970963,8
Hba-a1,27.632043456883547,9
Acvr2b,26.99299061296568,10
