,dis,rank
Ednrb,398.64623407603096,1
Hbb-y,314.41885130124064,2
Hba-x,291.56729793821063,3
Copb2,41.48383815620386,4
Glra1,0.44015959121518033,5
Lhx2,0.36494073538594507,6
Hoxa5,0.359289923642782,7
Hba-a2,0.3485660148485872,8
Col3a1,0.3459826389211029,9
Foxg1,0.33212960566145355,10
